iter	Logloss
119	0.2039745755
120	0.2034277457
121	0.2029978717
122	0.2022510246
123	0.2018080535
124	0.2013226262
125	0.2009836126
126	0.2004535816
127	0.2000593397
128	0.199789245
129	0.199082862
130	0.198783493
131	0.198477964
132	0.1981458452
133	0.1977571699
134	0.1973451826
135	0.1968377855
136	0.1965805619
137	0.1961144059
138	0.1958859479
139	0.1954882021
140	0.1950544711
141	0.1948047214
142	0.1942613672
143	0.19372471
144	0.1933427034
145	0.1929302357
146	0.1926572588
147	0.1921761407
148	0.1917178401
149	0.1914323312
150	0.1912567139
151	0.1911093253
152	0.1906903867
153	0.1904144711
154	0.1900245243
155	0.1895797447
156	0.1893172794
157	0.1889604498
158	0.1885190611
159	0.1881999404
160	0.187933943
161	0.1876557809
162	0.1874042087
163	0.1870372348
164	0.1869211268
165	0.1865921303
166	0.1861318094
167	0.1859136369
168	0.1856662892
169	0.1855103952
170	0.1852291248
171	0.1850866388
172	0.1848922023
173	0.1846250463
174	0.1842705479
175	0.1839113871
176	0.1836581336
177	0.1834675542
178	0.1833219175
179	0.1831046493
180	0.1828976243
181	0.1825986226
182	0.1823129442
183	0.1821822272
184	0.1818429452
185	0.1816925897
186	0.1814546091
187	0.1811541239
188	0.1809607047
189	0.180761634
190	0.1806153898
191	0.1803716871
192	0.1800556465
193	0.1798637955
194	0.1797500045
195	0.1794390361
196	0.1791529055
197	0.1788852268
198	0.1786880352
199	0.178530912
200	0.1783057319
201	0.1781207049
202	0.1778888279
203	0.1775462257
204	0.1772761592
205	0.1769314095
206	0.1767465945
207	0.1763716521
208	0.1762600369
209	0.1760574482
210	0.1758121208
211	0.1755563807
212	0.1752783175
213	0.175110937
214	0.1746644197
215	0.1744444529
216	0.1742887991
217	0.1740768998
218	0.1739342442
219	0.1736378422
220	0.1734114612
221	0.17321102
222	0.1730029071
223	0.1726204907
224	0.1724315926
225	0.1721478215
226	0.1718639232
227	0.1717394228
228	0.1714586894
229	0.1712438937
230	0.1711421543
231	0.1708954988
232	0.1707058659
233	0.1705044217
234	0.170361752
235	0.1702147731
236	0.170022696
237	0.1698012741
238	0.1696387114
239	0.1694429468
240	0.1692551224
241	0.1692186991
242	0.169071254
243	0.1689318056
244	0.1688012865
245	0.1685857985
246	0.1684178529
247	0.1682609558
248	0.168036143
249	0.167634851
250	0.1674265261
251	0.1672612226
252	0.1670226627
253	0.1669179281
254	0.1668706258
255	0.1666084855
256	0.1664019408
257	0.1662787543
258	0.1661709538
259	0.1659929629
260	0.1658579508
261	0.1657526793
262	0.1656111399
263	0.1653418082
264	0.1651516243
265	0.164946987
266	0.1647718924
267	0.1646356371
268	0.1644437578
269	0.1642079106
270	0.1640782957
271	0.1638255649
272	0.1637341252
273	0.1635721277
274	0.1634507073
275	0.1632602409
276	0.1630687148
277	0.1628103327
278	0.162659638
279	0.1624251472
280	0.1622197045
281	0.1620825026
282	0.1619449192
283	0.1617811698
284	0.1615762781
285	0.1614890205
286	0.1613476223
287	0.1611776281
288	0.1610236415
289	0.1609125208
290	0.1607193841
291	0.1603739421
292	0.1602109132
293	0.159980562
294	0.1597872699
295	0.1596484997
296	0.1594802291
297	0.1592051612
298	0.1590386426
299	0.1588754301
300	0.1587239018
301	0.1586015489
302	0.1584862179
303	0.1583851143
304	0.1582235972
305	0.1581175062
306	0.1578479343
307	0.1577655086
308	0.1575353411
309	0.157418795
310	0.1572822571
311	0.1570577833
312	0.1568416172
313	0.1566951187
314	0.1565889712
315	0.1563359437
316	0.1560295105
317	0.155869816
318	0.1557268496
319	0.1555602886
320	0.155445113
321	0.1553284257
322	0.1551644078
323	0.1550604079
324	0.1548587093
325	0.1547092579
326	0.1545156973
327	0.1544187616
328	0.1542190269
329	0.1539939174
330	0.1538184837
331	0.1535290753
332	0.1533373939
333	0.1532011527
334	0.1530789976
335	0.1529688659
336	0.1528374425
337	0.1526948152
338	0.1524117081
339	0.1521889298
340	0.1520388285
341	0.1518947743
342	0.1517561453
343	0.1515652409
344	0.1513993157
345	0.1512372617
346	0.1511061492
347	0.1509870035
348	0.1508987992
349	0.1506695218
350	0.1504975778
351	0.150354569
352	0.1501935888
353	0.1500392207
354	0.1498990659
355	0.1496383384
356	0.1494185836
357	0.1493027864
358	0.1491500713
359	0.1489721228
360	0.1488005885
361	0.1486004158
362	0.1484447055
363	0.1483628308
364	0.1481721949
365	0.1481006481
366	0.1480512548
367	0.1478641651
368	0.1477670316
369	0.1475914001
370	0.1474239632
371	0.1472855462
372	0.1470041204
373	0.1467933514
374	0.1465242174
375	0.1463717425
376	0.1462856999
377	0.1461208344
378	0.1459484383
379	0.1458326976
380	0.1456351245
381	0.1455525857
382	0.1454877924
383	0.1453436392
384	0.1451560126
385	0.144985976
386	0.1448908488
387	0.1447002835
388	0.1445157086
389	0.1443442451
390	0.1441820498
391	0.1439442952
392	0.1437587879
393	0.1435971013
394	0.1434842569
395	0.143366849
396	0.1431675099
397	0.1430942818
398	0.1430044527
399	0.14290147
400	0.1426698331
401	0.1425278275
402	0.142445204
403	0.1423067164
404	0.1421977714
405	0.142032807
406	0.1419685081
407	0.1418710497
408	0.1416997274
409	0.1414693197
410	0.141259257
411	0.1411021762
412	0.1410523309
413	0.1409034588
414	0.1406639806
415	0.1404967838
416	0.1403819755
417	0.1401869597
418	0.1400669804
419	0.1399899377
420	0.1398066062
421	0.1397209733
422	0.1395745737
423	0.1394530402
424	0.13928436
425	0.1392410561
426	0.1392011431
427	0.1391108478
428	0.138972021
429	0.1388197722
430	0.1386735845
431	0.1385663916
432	0.1384572347
433	0.1383634214
434	0.1382002654
435	0.1380002622
436	0.13788876
437	0.1377560086
438	0.1375910724
439	0.1375260388
440	0.1374242571
441	0.1372834382
442	0.1371546427
443	0.1370139793
444	0.1368153607
445	0.136589785
446	0.1365215443
447	0.1364560728
448	0.1363575264
449	0.1361070421
450	0.136053156
451	0.1358890957
452	0.135794689
453	0.1355221642
454	0.1353426898
455	0.1352585404
456	0.1351630882
457	0.1350198534
458	0.1349080828
459	0.1347695527
460	0.1346600709
461	0.134447338
462	0.1343182882
463	0.1341900154
464	0.1339409722
465	0.1337853467
466	0.1335861206
467	0.1334543581
468	0.1332646123
469	0.1330144812
470	0.1329755571
471	0.1328542639
472	0.132721795
473	0.1326067607
474	0.1325003871
475	0.1323089317
476	0.1321087873
477	0.1318870544
478	0.1318457427
479	0.1317839728
480	0.1316821204
481	0.1314674236
482	0.1312985879
483	0.1312112596
484	0.1310781973
485	0.1309790435
486	0.1308530172
487	0.1307362027
488	0.1305322011
489	0.1303766886
490	0.1301931028
491	0.1300219218
492	0.129903101
493	0.1298265104
494	0.129679362
495	0.1295097069
496	0.1292778156
497	0.1290618331
498	0.1289188526
499	0.1288542571
500	0.1287053426
501	0.1285683526
502	0.1283628393
503	0.1281832095
504	0.1280453435
505	0.1278474313
506	0.1277430782
507	0.1276902093
508	0.1275090818
509	0.1272672017
510	0.1270891543
511	0.1270370201
512	0.1268564295
513	0.1267200611
514	0.1266409556
515	0.1265314455
516	0.1264458268
517	0.1262745327
518	0.1261607982
519	0.126051048
520	0.1259767462
521	0.1258724071
522	0.1258068509
523	0.1257230123
524	0.1255630069
525	0.1254371926
526	0.1253664087
527	0.1252200515
528	0.1250550164
529	0.1249311659
530	0.124809915
531	0.1246713992
532	0.1245452316
533	0.1242819609
534	0.1241711087
535	0.124072421
536	0.1239464936
537	0.1238021003
538	0.123718841
539	0.1236129196
540	0.1234784162
541	0.1233662923
542	0.1232976278
543	0.1231979935
544	0.1230752733
545	0.1229327167
546	0.1228814443
547	0.1227447086
548	0.1225424873
549	0.1223800377
550	0.1222819858
551	0.1221581212
552	0.1220326742
553	0.1218578339
554	0.1217271169
555	0.1215331184
556	0.1214498167
557	0.1213567946
558	0.1212121328
559	0.1211005034
560	0.1209407665
561	0.1208229913
562	0.1206256866
563	0.1205278326
564	0.1204430757
565	0.1203309801
566	0.1201955442
567	0.1200425607
568	0.1198610659
569	0.1196768725
570	0.1195586593
571	0.1194664284
572	0.1194147746
573	0.1192737014
574	0.1191548948
575	0.1190314399
576	0.1188676622
577	0.1187077699
578	0.1185402482
579	0.1184437646
580	0.1183767672
581	0.1182176237
582	0.1180651488
583	0.1179566348
584	0.1176862505
585	0.1176174729
586	0.1174675482
587	0.1172587501
588	0.1171035837
589	0.1170261948
590	0.1169729727
591	0.1167462596
592	0.1166053348
593	0.1165041323
594	0.1164197851
595	0.116324778
596	0.1162199868
597	0.1162002352
598	0.1160851161
599	0.1160269419
600	0.1159673479
601	0.1158373868
602	0.1157231931
603	0.1155730848
604	0.1155290533
605	0.1153846176
606	0.1152500435
607	0.1151242998
608	0.1150161531
609	0.1149102317
610	0.1148482711
611	0.1147432751
612	0.1146475333
613	0.1145138069
614	0.1144324974
615	0.1142485159
616	0.1141265092
617	0.1139888905
618	0.1138582583
619	0.1137780931
620	0.1136272784
621	0.1134789078
622	0.1134180775
623	0.113314784
624	0.1132495174
625	0.1131202203
626	0.1130421462
627	0.1129106451
628	0.1127474184
629	0.1126038445
630	0.1124227948
631	0.112284625
632	0.1121823558
633	0.1120943281
634	0.1119611952
635	0.1117708277
636	0.1116836407
637	0.1115977958
638	0.1114884129
639	0.1113472409
640	0.1112377803
641	0.1111096559
642	0.1109556622
643	0.1107815566
644	0.1106653072
645	0.1105602759
646	0.1104627539
647	0.1103962651
648	0.110360739
649	0.1102895807
650	0.1101723141
651	0.1100950029
652	0.1099738015
653	0.1098643974
654	0.1097322393
655	0.1095958074
656	0.1095067625
657	0.109460534
658	0.1093526487
659	0.1093035804
660	0.109129496
661	0.1089883592
662	0.1088525843
663	0.1086558448
664	0.1085981016
665	0.1084941299
666	0.1084182881
667	0.1083857218
668	0.108193673
669	0.1080518652
670	0.108001596
671	0.1079681114
672	0.1078466274
673	0.1077397099
674	0.1076912915
675	0.1075666357
676	0.1075297532
677	0.1074827124
678	0.1073980261
679	0.1073590597
680	0.1073294675
681	0.1072364948
682	0.1071207612
683	0.1070482819
684	0.1069606357
685	0.1068337617
686	0.1066891494
687	0.1066171929
688	0.1065426226
689	0.1063701771
690	0.1063191096
691	0.1060387576
692	0.1059800607
693	0.1058620735
694	0.1058333432
695	0.1057092455
696	0.1055657917
697	0.1055243951
698	0.1054379569
699	0.1053331163
700	0.105258758
701	0.1051758801
702	0.1051457158
703	0.1050103082
704	0.1049215387
705	0.1048104604
706	0.1047158418
707	0.1045851743
708	0.1044979237
709	0.1043648614
710	0.1042840604
711	0.10425367
712	0.1041828297
713	0.104056097
714	0.1040386765
715	0.1039509385
716	0.1038590043
717	0.103685153
718	0.1036465821
719	0.1035619665
720	0.1034836592
721	0.1034206602
722	0.1032668149
723	0.1032008842
724	0.1031265824
725	0.1030385971
726	0.1029508944
727	0.1028125127
728	0.1027466527
729	0.1026470043
730	0.1026035238
731	0.1024970584
732	0.1024007868
733	0.1023195832
734	0.1022087097
735	0.1021835892
736	0.1020369282
737	0.1018906629
738	0.1018722675
739	0.1018148705
740	0.1017066249
741	0.1016900804
742	0.1015757525
743	0.1015273977
744	0.1014592912
745	0.101363281
746	0.1011957804
747	0.1009948942
748	0.1008825655
749	0.100776743
750	0.1006579788
751	0.1005595525
752	0.1004558422
753	0.1003556993
754	0.100216039
755	0.100106091
756	0.1000060894
757	0.09994263119
758	0.0997687587
759	0.09952591084
760	0.09947248388
761	0.09938710531
762	0.09928251902
763	0.09925535697
764	0.09923159988
765	0.09910741735
766	0.09901845014
767	0.09882955198
768	0.09871388895
769	0.09867895621
770	0.09862378438
771	0.09856999715
772	0.09850049902
773	0.0984445148
774	0.09830038283
775	0.09818837201
776	0.09809580202
777	0.0980080216
778	0.0979629446
779	0.09789063489
780	0.09780235997
781	0.09769183971
782	0.09760150909
783	0.09751593272
784	0.097456925
785	0.09737735324
786	0.09726911474
787	0.09713252032
788	0.09702641522
789	0.09699937326
790	0.0969254529
791	0.09683717798
792	0.09671504409
793	0.09660704577
794	0.09652802503
795	0.09648187425
796	0.09639470842
797	0.0963148329
798	0.09628490872
799	0.09622500384
800	0.09613442598
801	0.09604843281
802	0.0959728241
803	0.09587855869
804	0.09565032676
805	0.09543731124
806	0.09533040082
807	0.09530266656
808	0.09528165747
809	0.09523218649
810	0.09510774259
811	0.09497289304
812	0.09494816815
813	0.09486293793
814	0.09476712545
815	0.09475229051
816	0.0946786386
817	0.09455717581
818	0.09452008848
819	0.09431186252
820	0.09423572399
821	0.09415670324
822	0.09405372054
823	0.093980549
824	0.09390055339
825	0.09372865889
826	0.09361179493
827	0.09352626801
828	0.0934172595
829	0.09330153289
830	0.09323754487
831	0.09309453611
832	0.0929823275
833	0.0928448995
834	0.09272912343
835	0.09265677841
836	0.09258617825
837	0.09254776284
838	0.09248744823
839	0.09239408705
840	0.09229273619
841	0.09216622247
842	0.09198284149
843	0.09193797641
844	0.09184995581
845	0.0917553937
846	0.09173044275
847	0.09166714704
848	0.09159651862
849	0.09142120503
850	0.09134196529
851	0.0913174382
852	0.09128981696
853	0.0912215904
854	0.09119871634
855	0.0911211367
856	0.0910392408
857	0.09095290855
858	0.09083201797
859	0.09081467523
860	0.09078540802
861	0.09068350615
862	0.09051633058
863	0.09041886506
864	0.09028010898
865	0.09019477986
866	0.09014580338
867	0.09007585314
868	0.08994988336
869	0.08991265474
870	0.08969292817
871	0.08962518904
872	0.08946755021
873	0.08938848707
874	0.08931298433
875	0.08921857763
876	0.08917402338
877	0.08913477438
878	0.08904342651
879	0.08899716978
880	0.08888291253
881	0.08881820396
882	0.08871659173
883	0.08866235239
884	0.08859240214
885	0.08848932054
886	0.08842067012
887	0.0883547465
888	0.08821296692
889	0.08810725742
890	0.08806850292
891	0.08803037008
892	0.08794048451
893	0.08787905375
894	0.08782122577
895	0.08773374204
896	0.08766767007
897	0.0876470919
898	0.0875823692
899	0.08749278033
900	0.08741930502
901	0.08734525751
902	0.08729890894
903	0.08722744694
904	0.08717390696
905	0.08713749073
906	0.08705271968
907	0.08701111122
908	0.08689360442
909	0.08673301979
910	0.08666868563
911	0.086648277
912	0.08660745974
913	0.08651750353
914	0.08647097835
915	0.08634513572
916	0.08625995495
917	0.08619718905
918	0.08616151456
919	0.08599849277
920	0.0859591802
921	0.0858952487
922	0.08582557396
923	0.08570686623
924	0.08562002535
925	0.08553707688
926	0.08546868077
927	0.08539538913
928	0.08533469306
929	0.08531759757
930	0.08523450781
931	0.08520292353
932	0.08508860977
933	0.08503992999
934	0.0849467878
935	0.08489102964
936	0.08487729673
937	0.08483334294
938	0.08478177389
939	0.08473904928
940	0.08463227307
941	0.08458865837
942	0.0845265777
943	0.08439542982
944	0.08424243927
945	0.08415397361
946	0.08408557044
947	0.08398763869
948	0.08393710101
949	0.08389313309
950	0.08378185696
951	0.08370324594
952	0.08359130577
953	0.08347745118
954	0.08338697928
955	0.08332824707
956	0.08329108909
957	0.08324176647
958	0.08312696528
959	0.08305766494
960	0.08297271022
961	0.08291542618
962	0.08285843178
963	0.08264389745
964	0.08256891745
965	0.08255031727
966	0.08237006576
967	0.08230629674
968	0.08227625246
969	0.08219074673
970	0.08211083589
971	0.0820491155
972	0.08197728616
973	0.0819057394
974	0.08178241165
975	0.08174766964
976	0.08168128685
977	0.08160452666
978	0.08157092907
979	0.08152354205
980	0.08147236859
981	0.08143706852
982	0.08133659363
983	0.08122904036
984	0.08115831304
985	0.08107880486
986	0.08099950155
987	0.08095989227
988	0.08091143855
989	0.08087683784
990	0.08079501964
991	0.08068665398
992	0.08066803261
993	0.08054279045
994	0.08049360205
995	0.08038404959
996	0.08034350784
997	0.08032523261
998	0.08024537828
999	0.08009567967
